"Petition","URL","State","Signatures Count"
"Stop Sadiq Khan from getting a knighthood","https://petition.parliament.uk/petitions/708850","rejected",16
"Retain the powers of local planning committees on building applications.","https://petition.parliament.uk/petitions/708852","open",37
"Recognize Scottish as an Official Global Language","https://petition.parliament.uk/petitions/708855","rejected",9
"1.5M UK homes lie empty—demand gov’t act to sell them to ease housing crisis.","https://petition.parliament.uk/petitions/708867","rejected",7
"Abolish the plans to introduce Road tax from April 2025 on all electric vehicles","https://petition.parliament.uk/petitions/708870","rejected",7
"Ask King Charles to dissolve parliament and force a general election.","https://petition.parliament.uk/petitions/708871","rejected",8
"No further increases to taxes or means testing to state pension.","https://petition.parliament.uk/petitions/708879","rejected",10
"Fund vouchers for special dietary foods","https://petition.parliament.uk/petitions/708888","open",39
"Review how the justice system handles financial abuse","https://petition.parliament.uk/petitions/708889","open",64
"Require DVSA to allow candidates to request Same-Gender Driving Test Examiners ","https://petition.parliament.uk/petitions/708910","open",36
"Put the vote for assisted dying to the people and not the mp's","https://petition.parliament.uk/petitions/708913","rejected",6
"Wildlife","https://petition.parliament.uk/petitions/708923","rejected",7
"Launch a crowdlending service for Government borrowing","https://petition.parliament.uk/petitions/708932","open",25
"Change the Legal Age To Drive A Micro Car (Light Quad) Back To 16 Year Old","https://petition.parliament.uk/petitions/708944","rejected",6
"Ban UK exports of pesticides that are banned on UK farms.","https://petition.parliament.uk/petitions/708949","open",34
"Fund more training for teachers on neurodivergence","https://petition.parliament.uk/petitions/708958","open",279
"Parliament should begin talks to join the EU Customs Union and/or Single Market","https://petition.parliament.uk/petitions/708963","rejected",6
"Legalise pepper spray as a method of self-defence

","https://petition.parliament.uk/petitions/708964","open",140
"Set a price cap on food in school canteens","https://petition.parliament.uk/petitions/708978","open",33
"Ban greyhound racing","https://petition.parliament.uk/petitions/709005","open",248
"Spend more money on research into the effects of vaping.","https://petition.parliament.uk/petitions/709012","open",105
"Change Prime Minister’s Questions to Prime Minister’s Answers.","https://petition.parliament.uk/petitions/709013","rejected",7
"Hold a referendum on banning feed additives used to reduce methane in cattle.","https://petition.parliament.uk/petitions/709017","open",48
"Reinstate legal aid in all areas","https://petition.parliament.uk/petitions/709020","open",87
"Abolish Sunday trading laws to boost the economy","https://petition.parliament.uk/petitions/709029","open",115
"Petition Against Closure of Adult Education Centres & Creative Courses In Kent","https://petition.parliament.uk/petitions/709037","rejected",20
"Ban booking fees for all entertainment venues and events ","https://petition.parliament.uk/petitions/709039","open",52
"Add hedgehogs to schedule 5 of the Wildlife & Countryside Act 1981","https://petition.parliament.uk/petitions/709054","open",6103
"Give police stronger powers to tackle motorcycle theft & increase penalties","https://petition.parliament.uk/petitions/709059","open",5538
"Create a Cold War Medal for veterans who served in the cold war.","https://petition.parliament.uk/petitions/709073","open",233
"Allow self-certification of illness for up to 28 days, rather than 7 days.","https://petition.parliament.uk/petitions/709088","open",61
"Revoke asylum for Syrian Refugees in light of the change of Government","https://petition.parliament.uk/petitions/709089","open",80
"Legislate to make the provision of single sex changing facilities compulsory.","https://petition.parliament.uk/petitions/709093","rejected",11
"Collect and Publish statistics on crimes committed by illegal immigrants","https://petition.parliament.uk/petitions/709094","open",442
"Amend Student Loan eligibility","https://petition.parliament.uk/petitions/709096","open",20
"Allow a referendum on legalising Assisted Dying.","https://petition.parliament.uk/petitions/709097","rejected",9
"a no confidence vote from back benchers","https://petition.parliament.uk/petitions/709103","rejected",9
"Reinstate the Winter Fuel Allowance for those who are paid the old state pension","https://petition.parliament.uk/petitions/709104","open",200
"Change the tree in Trafalgar Square, we want a better Tree to represent London","https://petition.parliament.uk/petitions/709114","rejected",6
"Deport Immigrants Convicted of Serious Crimes","https://petition.parliament.uk/petitions/709116","rejected",9
"Fine food delivery companies that fail to ensure their cyclists use lights","https://petition.parliament.uk/petitions/709121","open",40
"Require a licence for prostitution","https://petition.parliament.uk/petitions/709138","open",43
"Petition the UK Government to abolish the BBC TV Licence fee","https://petition.parliament.uk/petitions/709144","rejected",7
"Increase Luxury Car supplement threshold to £53k, in line with inflation","https://petition.parliament.uk/petitions/709150","open",69
"Petition to Create a UK Department of Government Efficiency (as Elon Musk)","https://petition.parliament.uk/petitions/709159","rejected",6
"Make Freddos 10p.","https://petition.parliament.uk/petitions/709176","rejected",6
"Amend UNECE Regulation No. 79","https://petition.parliament.uk/petitions/709180","open",22
"Stop MPs from Claiming Heating Allowance on Expenses.","https://petition.parliament.uk/petitions/709183","rejected",6
"Enable Northern Ireland residents  to have Labour representation at Westminster.","https://petition.parliament.uk/petitions/709184","rejected",6
"Third Child get universal credit as well because it’s unfair and injustice","https://petition.parliament.uk/petitions/709185","rejected",6
"Create mobile phone picture alert scheme for missing children","https://petition.parliament.uk/petitions/709187","open",32
"Fund cannabis prescriptions for fibromyalgia and other pain conditions","https://petition.parliament.uk/petitions/709199","open",169
"Ban water company bonuses and dividend payments unless agreed KPI’s are met.","https://petition.parliament.uk/petitions/709216","rejected",9
"Do not allow any private companies to be involved in delivering NHS care","https://petition.parliament.uk/petitions/709219","open",45
"Petition the Government to grant a Knighthood to Kevin Sinfield !","https://petition.parliament.uk/petitions/709220","rejected",13
"Encourage people to buy products manufactured in the UK.","https://petition.parliament.uk/petitions/709226","rejected",14
"Abolish Death Tax (IHT)We tax our citizens during a time of stress and loss","https://petition.parliament.uk/petitions/709228","rejected",8
"Make all households with income under £200,000 eligible for free childcare","https://petition.parliament.uk/petitions/709230","open",209
"Taxes to pay for pet healthcare","https://petition.parliament.uk/petitions/709231","rejected",6
"Regulate Psychotherapists and Counsellors.","https://petition.parliament.uk/petitions/709238","rejected",15
"Ask Bath & North East Somerset Council to provide Wheelchair Accessible Taxis","https://petition.parliament.uk/petitions/709248","rejected",7
